municipio,aproach,date,total_itens,tp_total,fn_total,fp_total,recall,precision,f1_score,median_duration_min,median_duration,max_duration,max_durationMin,median_num_access_node,max_num_access_node,all_access_node,combination,tipo_exp
Itabaiana,bfs,2019-11-28T22:29:35Z,48,43,3,2,0.9347826086956522,0.9555555555555556,0.945054945054945,70,4229217,4248358,71,64,107,3003,Portal Próprio / Elmar Tecnologia,less_itens
Itabaiana,bfs,2019-12-02T23:16:25Z,48,43,3,2,0.9347826086956522,0.9555555555555556,0.945054945054945,71,4230002,4500940,75,64,112,3134,Portal Próprio / Elmar Tecnologia,less_itens
Itabaiana,dfs,2019-11-13T05:53:28Z,61,48,8,5,0.8571428571428571,0.9056603773584906,0.8807339449541285,58,3469710,4291654,72,39,51,2009,Portal Próprio / Elmar Tecnologia,all_itens
Itabaiana,dfs,2019-11-27T13:57:13Z,48,44,3,1,0.9361702127659575,0.9777777777777777,0.9565217391304347,194,11624727,12538699,209,69,139,4256,Portal Próprio / Elmar Tecnologia,less_itens
Itabaiana,dfs,2019-12-03T02:23:26Z,61,51,5,5,0.9107142857142857,0.9107142857142857,0.9107142857142857,146,8788759,13756854,229,85,143,5192,Portal Próprio / Elmar Tecnologia,all_itens
João Pessoa,bandit,2019-11-01T23:49:45Z,61,45,13,2,0.7758620689655172,0.9574468085106383,0.8571428571428572,37,2234954,8338404,139,18,48,1457,TI João Pessoa,all_itens
João Pessoa,bandit,2019-11-11T14:34:58Z,61,45,13,2,0.7758620689655172,0.9574468085106383,0.8571428571428572,52,3136953,6929189,115,23,41,1504,TI João Pessoa,all_itens
João Pessoa,bandit,2019-11-28T14:06:36Z,48,27,20,0,0.574468085106383,1,0.7297297297297298,11,634050,2380193,40,18,49,1066,TI João Pessoa,less_itens
João Pessoa,bandit,2019-11-28T18:47:23Z,48,39,8,0,0.8297872340425532,1,0.9069767441860465,37,2209289,6564970,109,24,49,1189,TI João Pessoa,less_itens
João Pessoa,bandit,2019-11-28T21:19:44Z,61,49,9,2,0.8448275862068966,0.9607843137254902,0.8990825688073395,34,2014818,5300175,88,24,49,1699,TI João Pessoa,all_itens
João Pessoa,bandit,2019-12-03T13:50:39Z,48,39,8,0,0.8297872340425532,1,0.9069767441860465,38,2274572,6302061,105,24,45,1163,TI João Pessoa,less_itens
João Pessoa,bfs,2019-11-02T19:42:11Z,61,45,13,2,0.7758620689655172,0.9574468085106383,0.8571428571428572,36,2160413,6208933,103,18,47,1444,TI João Pessoa,all_itens
João Pessoa,bfs,2019-11-06T02:44:44Z,61,45,13,2,0.7758620689655172,0.9574468085106383,0.8571428571428572,35,2090289,6225272,104,18,45,1412,TI João Pessoa,all_itens
João Pessoa,bfs,2019-11-09T23:02:04Z,61,45,13,2,0.7758620689655172,0.9574468085106383,0.8571428571428572,46,2783268,6616506,110,23,47,1588,TI João Pessoa,all_itens
João Pessoa,bfs,2019-11-28T04:41:10Z,61,42,16,2,0.7241379310344828,0.9545454545454546,0.823529411764706,9,560884,2096428,35,18,46,1482,TI João Pessoa,all_itens
João Pessoa,bfs,2019-11-28T20:28:43Z,48,39,8,0,0.8297872340425532,1,0.9069767441860465,29,1769605,4742895,79,23,46,1139,TI João Pessoa,less_itens
João Pessoa,dfs,2019-11-04T01:05:22Z,61,46,12,2,0.7931034482758621,0.9583333333333334,0.8679245283018867,40,2420193,7306704,122,18,46,1432,TI João Pessoa,all_itens
João Pessoa,dfs,2019-11-13T03:49:25Z,61,46,12,2,0.7931034482758621,0.9583333333333334,0.8679245283018867,57,3404120,7762524,129,24,45,1596,TI João Pessoa,all_itens
João Pessoa,dfs,2019-11-29T04:52:28Z,48,38,9,0,0.8085106382978723,1,0.8941176470588235,48,2865524,5334301,89,24,44,1158,TI João Pessoa,less_itens
Ouro Velho,bandit,2019-11-01T23:50:01Z,61,57,3,1,0.95,0.9827586206896551,0.9661016949152542,13,791628,1549332,26,5,9,367,Publicsoft,all_itens
Ouro Velho,bandit,2019-11-11T06:10:15Z,61,56,3,2,0.9491525423728814,0.9655172413793104,0.9572649572649573,26,1562187,1906195,32,9,16,658,Publicsoft,all_itens
Ouro Velho,bandit,2019-11-19T03:30:36Z,61,56,2,3,0.9655172413793104,0.9491525423728814,0.9572649572649573,27,1643933,2784278,46,9,20,677,Publicsoft,all_itens
Ouro Velho,bandit,2019-11-25T19:19:13Z,48,41,4,3,0.9111111111111111,0.9318181818181818,0.9213483146067416,15,928979,3428990,57,10,25,541,Publicsoft,less_itens
Ouro Velho,bandit,2019-11-28T14:46:17Z,48,44,1,3,0.9777777777777777,0.9361702127659575,0.9565217391304347,6,374956,955360,16,6,17,454,Publicsoft,less_itens
Ouro Velho,bfs,2019-11-02T19:42:36Z,61,57,3,1,0.95,0.9827586206896551,0.9661016949152542,14,825866,1561393,26,5,9,376,Publicsoft,all_itens
Ouro Velho,bfs,2019-11-06T02:44:46Z,61,56,3,2,0.9491525423728814,0.9655172413793104,0.9572649572649573,13,806982,1550923,26,5,9,367,Publicsoft,all_itens
Ouro Velho,bfs,2019-11-09T00:10:23Z,61,56,3,2,0.9491525423728814,0.9655172413793104,0.9572649572649573,26,1569314,1733799,29,9,15,652,Publicsoft,all_itens
Ouro Velho,bfs,2019-11-25T19:18:59Z,48,43,2,3,0.9555555555555556,0.9347826086956522,0.945054945054945,22,1343564,2283135,38,14,16,600,Publicsoft,less_itens
Ouro Velho,bfs,2019-11-28T06:06:46Z,61,56,3,2,0.9491525423728814,0.9655172413793104,0.9572649572649573,14,852552,1005312,17,15,17,834,Publicsoft,all_itens
Ouro Velho,bfs,2019-12-02T23:25:19Z,48,43,2,3,0.9555555555555556,0.9347826086956522,0.945054945054945,20,1202225,2140722,36,14,17,620,Publicsoft,less_itens
Ouro Velho,dfs,2019-11-04T01:04:05Z,61,57,2,2,0.9661016949152542,0.9661016949152542,0.9661016949152542,19,1148264,1563229,26,7,9,409,Publicsoft,all_itens
Ouro Velho,dfs,2019-11-13T00:38:06Z,61,56,2,3,0.9655172413793104,0.9491525423728814,0.9572649572649573,26,1559227,3416210,57,9,22,859,Publicsoft,all_itens
Ouro Velho,dfs,2019-11-27T01:23:07Z,48,44,1,3,0.9777777777777777,0.9361702127659575,0.9565217391304347,26,1532608,2969409,49,15,20,674,Publicsoft,less_itens
Pedra Lavrada,bandit,2019-11-12T04:32:51Z,61,48,11,1,0.8135593220338984,0.9795918367346939,0.888888888888889,5,313954,11627447,194,5,47,1289,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,bandit,2019-11-19T08:20:29Z,61,48,11,1,0.8135593220338984,0.9795918367346939,0.888888888888889,5,322106,1779253,30,5,16,528,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,bandit,2019-11-28T14:48:40Z,48,36,10,1,0.782608695652174,0.972972972972973,0.8674698795180723,10,599106,4627213,77,17,74,1934,LHSystem / Elmar Tecnologia,less_itens
Pedra Lavrada,bandit,2019-12-04T00:46:37Z,61,50,9,1,0.847457627118644,0.9803921568627451,0.909090909090909,10,625144,7391330,123,12,60,1764,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,bfs,2019-11-06T00:42:45Z,61,48,11,1,0.8135593220338984,0.9795918367346939,0.888888888888889,5,324495,4664153,78,5,21,645,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,bfs,2019-11-07T00:47:18Z,61,48,11,1,0.8135593220338984,0.9795918367346939,0.888888888888889,5,329142,4824935,80,5,21,645,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,bfs,2019-11-08T01:48:54Z,61,48,11,1,0.8135593220338984,0.9795918367346939,0.888888888888889,7,404066,4927980,82,5,21,645,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,bfs,2019-11-10T19:10:04Z,61,48,11,1,0.8135593220338984,0.9795918367346939,0.888888888888889,5,321514,2341612,39,5,21,645,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,bfs,2019-11-28T06:23:09Z,61,50,9,1,0.847457627118644,0.9803921568627451,0.909090909090909,7,391642,2332275,39,12,52,1491,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,bfs,2019-11-28T20:28:43Z,48,41,6,0,0.8723404255319149,1,0.9318181818181819,10,627973,4517660,75,12,52,1343,LHSystem / Elmar Tecnologia,less_itens
Pedra Lavrada,bfs,2019-12-02T23:49:34Z,48,41,6,0,0.8723404255319149,1,0.9318181818181819,10,573829,4404618,73,12,52,1343,LHSystem / Elmar Tecnologia,less_itens
Pedra Lavrada,dfs,2019-11-21T16:58:08Z,61,47,11,2,0.8103448275862069,0.9591836734693877,0.8785046728971961,33,1972429,20100738,335,20,98,2810,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,dfs,2019-11-29T05:06:26Z,48,38,8,1,0.8260869565217391,0.9743589743589743,0.8941176470588235,19,1138279,15631214,261,18,88,2307,LHSystem / Elmar Tecnologia,less_itens
Pedra Lavrada,dfs,2019-12-03T04:13:39Z,61,47,11,2,0.8103448275862069,0.9591836734693877,0.8785046728971961,19,1157964,15982932,266,18,88,2515,LHSystem / Elmar Tecnologia,all_itens
Pocinhos,bandit,2019-11-19T03:30:36Z,61,54,5,2,0.9152542372881356,0.9642857142857143,0.9391304347826087,28,1683253,4315996,72,9,28,772,Publicsoft,all_itens
Pocinhos,bandit,2019-11-25T21:35:00Z,48,45,0,3,1,0.9375,0.967741935483871,18,1084878,2399938,40,10,17,534,Publicsoft,less_itens
Pocinhos,bandit,2019-11-28T15:02:14Z,48,45,0,3,1,0.9375,0.967741935483871,13,807743,1214953,20,15,21,674,Publicsoft,less_itens
Pocinhos,bandit,2019-11-29T05:34:03Z,61,57,1,3,0.9827586206896551,0.95,0.9661016949152542,28,1685967,2111725,35,16,16,854,Publicsoft,all_itens
Pocinhos,bandit,2019-12-04T05:29:49Z,61,57,1,3,0.9827586206896551,0.95,0.9661016949152542,26,1563736,2817742,47,15,22,841,Publicsoft,all_itens
Pocinhos,bfs,2019-11-11T22:24:19Z,61,57,2,2,0.9661016949152542,0.9661016949152542,0.9661016949152542,26,1530788,1915377,32,9,17,729,Publicsoft,all_itens
Pocinhos,bfs,2019-11-26T11:22:02Z,48,44,1,3,0.9777777777777777,0.9361702127659575,0.9565217391304347,25,1495974,2462350,41,14,17,614,Publicsoft,less_itens
Pocinhos,bfs,2019-11-28T04:49:47Z,61,57,2,2,0.9661016949152542,0.9661016949152542,0.9661016949152542,15,896340,1012750,17,15,17,834,Publicsoft,all_itens
Pocinhos,bfs,2019-12-03T00:01:01Z,48,44,1,3,0.9777777777777777,0.9361702127659575,0.9565217391304347,21,1244331,2163457,36,14,17,620,Publicsoft,less_itens
Pocinhos,dfs,2019-11-21T04:07:57Z,61,57,1,3,0.9827586206896551,0.95,0.9661016949152542,79,4755755,6192055,103,25,40,1667,Publicsoft,all_itens
Pocinhos,dfs,2019-11-27T02:03:07Z,48,45,0,3,1,0.9375,0.967741935483871,25,1515450,2962383,49,15,20,674,Publicsoft,less_itens
Pocinhos,dfs,2019-11-30T08:15:25Z,61,57,1,3,0.9827586206896551,0.95,0.9661016949152542,28,1682547,2872141,48,16,20,877,Publicsoft,all_itens
Quixaba,bandit,2019-11-27T17:23:20Z,61,53,4,1,0.9298245614035088,0.9814814814814815,0.954954954954955,13,756918,1137147,19,10,16,684,EasyWeb / Publicsoft,all_itens
Quixaba,bandit,2019-11-29T06:39:17Z,61,54,3,1,0.9473684210526315,0.9818181818181818,0.9642857142857142,64,3840498,6411120,107,19,32,1260,EasyWeb / Publicsoft,all_itens
Quixaba,bandit,2019-11-29T17:19:08Z,48,43,2,1,0.9555555555555556,0.9772727272727273,0.9662921348314608,68,4104989,4843457,81,9,20,556,EasyWeb / Publicsoft,less_itens
Quixaba,bandit,2019-12-04T02:51:51Z,61,50,7,1,0.8771929824561403,0.9803921568627451,0.9259259259259259,101,6071334,7786453,130,20,31,1310,EasyWeb / Publicsoft,all_itens
Quixaba,bfs,2019-11-19T20:31:30Z,61,50,7,1,0.8771929824561403,0.9803921568627451,0.9259259259259259,24,1458490,2572940,43,14,22,931,EasyWeb / Publicsoft,all_itens
Quixaba,bfs,2019-11-22T23:09:55Z,61,50,7,1,0.8771929824561403,0.9803921568627451,0.9259259259259259,84,5038006,7200057,120,20,32,1213,EasyWeb / Publicsoft,all_itens
Quixaba,bfs,2019-11-28T05:12:23Z,61,52,5,1,0.9122807017543859,0.9811320754716981,0.9454545454545454,90,5394296,6475427,108,14,30,1099,EasyWeb / Publicsoft,all_itens
Quixaba,bfs,2019-11-28T23:23:22Z,48,42,2,1,0.9545454545454546,0.9767441860465116,0.9655172413793104,73,4355673,6503680,108,14,29,894,EasyWeb / Publicsoft,less_itens
Quixaba,bfs,2019-12-03T01:07:24Z,48,42,2,1,0.9545454545454546,0.9767441860465116,0.9655172413793104,90,5370616,6677825,111,20,29,942,EasyWeb / Publicsoft,less_itens
Quixaba,dfs,2019-11-30T09:16:54Z,61,54,3,1,0.9473684210526315,0.9818181818181818,0.9642857142857142,38,2267545,13851724,231,19,38,1535,EasyWeb / Publicsoft,all_itens
Quixaba,dfs,2019-12-03T01:45:25Z,61,52,5,1,0.9122807017543859,0.9811320754716981,0.9454545454545454,39,2311214,8070859,135,19,35,1430,EasyWeb / Publicsoft,all_itens
Remígio,bandit,2019-11-21T04:07:21Z,61,56,3,2,0.9491525423728814,0.9655172413793104,0.9572649572649573,40,2422436,3226886,54,18,41,1294,Portal Próprio / Publicsoft,all_itens
Remígio,bandit,2019-11-28T15:22:29Z,48,42,6,0,0.875,1,0.9333333333333333,3,208033,790626,13,5,23,385,Portal Próprio / Publicsoft,less_itens
Remígio,bandit,2019-11-28T21:21:46Z,61,33,26,2,0.559322033898305,0.9428571428571428,0.7021276595744681,76,4584740,5243107,87,15,25,993,Portal Próprio / Publicsoft,all_itens
Remígio,bandit,2019-12-04T06:09:12Z,61,52,7,2,0.8813559322033898,0.9629629629629629,0.9203539823008849,41,2461392,5539920,92,26,30,1286,Portal Próprio / Publicsoft,all_itens
Remígio,bfs,2019-11-13T15:33:59Z,61,56,3,2,0.9491525423728814,0.9655172413793104,0.9572649572649573,10,584681,1722854,29,5,22,636,Portal Próprio / Publicsoft,all_itens
Remígio,bfs,2019-11-27T21:49:43Z,48,40,8,0,0.8333333333333334,1,0.9090909090909091,6,355811,418870,7,8,11,378,Portal Próprio / Publicsoft,less_itens
Remígio,bfs,2019-11-28T04:54:53Z,61,56,3,2,0.9491525423728814,0.9655172413793104,0.9572649572649573,7,407238,1022851,17,9,26,770,Portal Próprio / Publicsoft,all_itens
Remígio,bfs,2019-12-03T00:28:19Z,48,47,1,0,0.9791666666666666,1,0.9894736842105264,9,557075,1335106,22,8,26,498,Portal Próprio / Publicsoft,less_itens
Remígio,dfs,2019-11-27T06:07:18Z,48,47,1,0,0.9791666666666666,1,0.9894736842105264,13,784600,1826849,30,8,27,517,Portal Próprio / Publicsoft,less_itens
Remígio,dfs,2019-11-28T18:17:59Z,61,33,26,2,0.559322033898305,0.9428571428571428,0.7021276595744681,90,5424524,6500565,108,25,27,1347,Portal Próprio / Publicsoft,all_itens
Remígio,dfs,2019-12-03T00:30:13Z,61,33,26,2,0.559322033898305,0.9428571428571428,0.7021276595744681,93,5553075,6791323,113,25,27,1347,Portal Próprio / Publicsoft,all_itens
Santa Cecília,bandit,2019-11-19T03:30:36Z,61,57,2,2,0.9661016949152542,0.9661016949152542,0.9661016949152542,28,1657122,2667030,44,9,19,772,Publicsoft,all_itens
Santa Cecília,bandit,2019-11-28T00:34:28Z,48,44,1,3,0.9777777777777777,0.9361702127659575,0.9565217391304347,13,774922,1031728,17,14,18,643,Publicsoft,less_itens
Santa Cecília,bandit,2019-11-29T05:47:32Z,61,54,5,2,0.9152542372881356,0.9642857142857143,0.9391304347826087,25,1514676,3077710,51,15,22,878,Publicsoft,all_itens
Santa Cecília,bandit,2019-12-01T21:23:59Z,61,55,1,5,0.9821428571428571,0.9166666666666666,0.9482758620689654,26,1560070,2318299,39,15,20,871,Publicsoft,all_itens
Santa Cecília,bfs,2019-11-11T22:58:11Z,61,54,2,5,0.9642857142857143,0.9152542372881356,0.9391304347826087,25,1516419,1519908,25,9,13,615,Publicsoft,all_itens
Santa Cecília,bfs,2019-11-26T11:21:58Z,48,44,1,3,0.9777777777777777,0.9361702127659575,0.9565217391304347,23,1392205,2648547,44,14,18,640,Publicsoft,less_itens
Santa Cecília,bfs,2019-11-28T05:03:31Z,61,54,2,5,0.9642857142857143,0.9152542372881356,0.9391304347826087,14,831151,1075485,18,15,18,870,Publicsoft,all_itens
Santa Cecília,bfs,2019-12-03T00:31:27Z,48,44,1,3,0.9777777777777777,0.9361702127659575,0.9565217391304347,20,1198526,2365914,39,14,18,640,Publicsoft,less_itens
Santa Cecília,dfs,2019-11-23T13:51:10Z,61,55,1,5,0.9821428571428571,0.9166666666666666,0.9482758620689654,53,3188417,5834533,97,23,33,1350,Publicsoft,all_itens
Santa Cecília,dfs,2019-11-26T22:27:57Z,61,55,1,5,0.9821428571428571,0.9166666666666666,0.9482758620689654,43,2559982,3076230,51,17,23,1081,Publicsoft,all_itens
Santa Cecília,dfs,2019-11-27T23:49:40Z,61,55,1,5,0.9821428571428571,0.9166666666666666,0.9482758620689654,14,863498,1214276,20,16,20,913,Publicsoft,all_itens
Santa Cecília,dfs,2019-11-27T23:53:02Z,48,45,0,3,1,0.9375,0.967741935483871,13,799077,1214255,20,15,20,694,Publicsoft,less_itens
Santa Cecília,dfs,2019-11-30T08:28:32Z,61,55,1,5,0.9821428571428571,0.9166666666666666,0.9482758620689654,28,1689565,2878088,48,16,20,913,Publicsoft,all_itens
Santa Rita,bandit,2019-11-01T23:50:05Z,61,45,13,3,0.7758620689655172,0.9375,0.8490566037735848,8,484535,2805075,47,8,40,994,e-TICons / Info Public,all_itens
Santa Rita,bandit,2019-11-11T06:10:47Z,61,46,12,3,0.7931034482758621,0.9387755102040817,0.8598130841121495,48,2851319,3674276,61,33,48,1815,e-TICons / Info Public,all_itens
Santa Rita,bandit,2019-11-19T04:42:33Z,61,44,14,3,0.7586206896551724,0.9361702127659575,0.8380952380952381,44,2653232,3946369,66,26,49,1626,e-TICons / Info Public,all_itens
Santa Rita,bandit,2019-11-28T15:14:30Z,48,39,6,3,0.8666666666666667,0.9285714285714286,0.896551724137931,6,342821,1335508,22,14,43,1161,e-TICons / Info Public,less_itens
Santa Rita,bfs,2019-11-02T19:43:00Z,61,45,13,3,0.7758620689655172,0.9375,0.8490566037735848,12,741358,2838517,47,12,40,1008,e-TICons / Info Public,all_itens
Santa Rita,bfs,2019-11-06T02:44:39Z,61,45,13,3,0.7758620689655172,0.9375,0.8490566037735848,16,935202,3547470,59,12,48,1184,e-TICons / Info Public,all_itens
Santa Rita,bfs,2019-11-09T00:10:30Z,61,46,12,3,0.7931034482758621,0.9387755102040817,0.8598130841121495,44,2661739,3626223,60,34,48,1854,e-TICons / Info Public,all_itens
Santa Rita,bfs,2019-11-28T06:23:33Z,61,52,6,3,0.896551724137931,0.9454545454545454,0.920353982300885,6,372069,1399607,23,14,43,1325,e-TICons / Info Public,all_itens
Santa Rita,bfs,2019-11-28T20:48:10Z,48,40,5,3,0.8888888888888888,0.9302325581395349,0.9090909090909092,11,638692,2197885,37,14,44,1201,e-TICons / Info Public,less_itens
Santa Rita,bfs,2019-12-03T00:37:06Z,48,40,5,3,0.8888888888888888,0.9302325581395349,0.9090909090909092,9,562359,2094004,35,14,43,1178,e-TICons / Info Public,less_itens
Santa Rita,dfs,2019-11-27T22:28:46Z,61,50,8,3,0.8620689655172413,0.9433962264150944,0.9009009009009009,9,512568,2604178,43,15,52,1582,e-TICons / Info Public,all_itens
Santa Rita,dfs,2019-11-27T23:49:47Z,61,50,8,3,0.8620689655172413,0.9433962264150944,0.9009009009009009,7,423127,2369792,39,15,57,1713,e-TICons / Info Public,all_itens
Santa Rita,dfs,2019-11-29T06:21:24Z,48,39,6,3,0.8666666666666667,0.9285714285714286,0.896551724137931,12,693900,3153952,53,15,54,1458,e-TICons / Info Public,less_itens
Serra Grande,bandit,2019-11-27T22:42:19Z,61,53,5,1,0.9137931034482759,0.9814814814814815,0.9464285714285714,121,7276370,9421518,157,17,35,1305,EasyWeb / Publicsoft,all_itens
Serra Grande,bandit,2019-11-28T03:00:17Z,48,40,6,0,0.8695652173913043,1,0.9302325581395349,108,6482998,6524506,109,16,17,670,EasyWeb / Publicsoft,less_itens
Serra Grande,bandit,2019-11-29T06:09:16Z,61,56,3,1,0.9491525423728814,0.9824561403508771,0.9655172413793103,100,6029172,8303760,138,15,31,1156,EasyWeb / Publicsoft,all_itens
Serra Grande,bandit,2019-12-04T00:45:28Z,61,37,24,0,0.6065573770491803,1,0.7551020408163265,1,48671,7581786,126,1,32,805,EasyWeb / Publicsoft,all_itens
Serra Grande,bfs,2019-11-19T20:35:01Z,61,51,7,1,0.8793103448275862,0.9807692307692307,0.9272727272727272,25,1489993,2546901,42,14,22,941,EasyWeb / Publicsoft,all_itens
Serra Grande,bfs,2019-11-28T05:06:42Z,61,53,5,1,0.9137931034482759,0.9814814814814815,0.9464285714285714,134,8032528,9044218,151,14,30,1119,EasyWeb / Publicsoft,all_itens
Serra Grande,bfs,2019-11-28T22:31:16Z,48,43,2,1,0.9555555555555556,0.9772727272727273,0.9662921348314608,111,6670259,8672483,145,14,29,906,EasyWeb / Publicsoft,less_itens
Serra Grande,bfs,2019-12-03T01:10:54Z,48,43,2,1,0.9555555555555556,0.9772727272727273,0.9662921348314608,124,7427369,9720771,162,20,29,954,EasyWeb / Publicsoft,less_itens
Serra Grande,dfs,2019-11-26T21:32:14Z,61,54,4,1,0.9310344827586207,0.9818181818181818,0.9557522123893805,12,712407,1239023,21,10,16,705,EasyWeb / Publicsoft,all_itens
Serra Grande,dfs,2019-12-02T15:57:06Z,48,39,6,1,0.8666666666666667,0.975,0.9176470588235294,57,3422312,6954988,116,14,30,804,EasyWeb / Publicsoft,less_itens
Serraria,bandit,2019-11-19T05:50:33Z,61,46,15,0,0.7540983606557377,1,0.8598130841121495,27,1646891,8994695,150,15,39,1223,Alfa Consultoria / Elmar Tecnologia,all_itens
Serraria,bandit,2019-11-27T17:24:15Z,61,47,14,0,0.7704918032786885,1,0.8703703703703703,35,2091423,4871464,81,29,37,1589,Alfa Consultoria / Elmar Tecnologia,all_itens
Serraria,bandit,2019-12-04T06:27:44Z,61,47,14,0,0.7704918032786885,1,0.8703703703703703,24,1451136,18180311,303,35,74,2683,Alfa Consultoria / Elmar Tecnologia,all_itens
Serraria,bfs,2019-11-19T00:15:21Z,61,46,15,0,0.7540983606557377,1,0.8598130841121495,26,1573747,3602198,60,15,35,1087,Alfa Consultoria / Elmar Tecnologia,all_itens
Serraria,bfs,2019-11-28T22:32:51Z,48,37,11,0,0.7708333333333334,1,0.8705882352941177,32,1918493,21413817,357,35,75,2221,Alfa Consultoria / Elmar Tecnologia,less_itens
Serraria,bfs,2019-12-03T00:50:35Z,48,37,11,0,0.7708333333333334,1,0.8705882352941177,32,1913615,24746429,412,35,80,2336,Alfa Consultoria / Elmar Tecnologia,less_itens
Serraria,dfs,2019-11-27T02:33:02Z,61,47,14,0,0.7704918032786885,1,0.8703703703703703,58,3475975,22815924,380,41,87,3248,Alfa Consultoria / Elmar Tecnologia,all_itens
Serraria,dfs,2019-11-27T05:28:30Z,48,37,11,0,0.7708333333333334,1,0.8705882352941177,307,18415896,23482052,391,71,88,2809,Alfa Consultoria / Elmar Tecnologia,less_itens
Serraria,dfs,2019-12-03T00:30:13Z,61,47,14,0,0.7704918032786885,1,0.8703703703703703,43,2606701,22298381,372,41,86,3224,Alfa Consultoria / Elmar Tecnologia,all_itens
Umbuzeiro,bandit,2019-11-11T14:33:51Z,61,45,6,5,0.8823529411764706,0.9,0.8910891089108911,8,495489,1781300,30,11,27,883,Info Public,all_itens
Umbuzeiro,bandit,2019-11-19T05:50:01Z,61,45,6,5,0.8823529411764706,0.9,0.8910891089108911,8,459599,1784066,30,11,27,896,Info Public,all_itens
Umbuzeiro,bandit,2019-11-28T03:23:43Z,48,35,2,6,0.9459459459459459,0.8536585365853658,0.8974358974358975,4,269172,731796,12,13,24,706,Info Public,less_itens
Umbuzeiro,bandit,2019-12-04T06:16:48Z,61,41,8,7,0.8367346938775511,0.8541666666666666,0.845360824742268,3,185036,654108,11,12,24,856,Info Public,all_itens
Umbuzeiro,bfs,2019-11-09T23:01:07Z,61,45,6,5,0.8823529411764706,0.9,0.8910891089108911,8,465094,1788976,30,11,27,865,Info Public,all_itens
Umbuzeiro,bfs,2019-11-28T06:53:49Z,61,43,6,7,0.8775510204081632,0.86,0.8686868686868686,3,154709,610347,10,12,24,819,Info Public,all_itens
Umbuzeiro,bfs,2019-11-28T23:13:03Z,48,35,2,6,0.9459459459459459,0.8536585365853658,0.8974358974358975,3,160774,617837,10,12,24,699,Info Public,less_itens
Umbuzeiro,bfs,2019-12-03T00:56:57Z,48,35,2,6,0.9459459459459459,0.8536585365853658,0.8974358974358975,3,162791,625322,10,12,24,699,Info Public,less_itens
Umbuzeiro,dfs,2019-11-13T03:48:34Z,61,45,6,5,0.8823529411764706,0.9,0.8910891089108911,8,499245,1788284,30,11,27,935,Info Public,all_itens
Umbuzeiro,dfs,2019-11-27T05:03:27Z,48,33,4,6,0.8918918918918919,0.8461538461538461,0.868421052631579,14,857876,1501797,25,20,25,804,Info Public,less_itens
Umbuzeiro,dfs,2019-12-03T01:30:56Z,61,41,8,7,0.8367346938775511,0.8541666666666666,0.845360824742268,3,168721,867650,14,12,25,922,Info Public,all_itens
