municipio,aproach,date,total_itens,tp_total,fn_total,fp_total,recall,precision,f1_score,median_duration_min,median_duration,max_duration,max_durationMin,median_num_access_node,mean_num_access_node,max_num_access_node,all_access_node,combination,tipo_exp
Coremas,Dfs,2019-11-30T06:03:25Z,61,47,13,1,0.7833333333333333,0.9791666666666666,0.8703703703703703,31,1857310,7017781,117,39,46.01639344262295,103,2807,e-TICons,all_itens
Coremas,Dfs,2019-12-05T15:40:20Z,61,42,18,1,0.7,0.9767441860465116,0.8155339805825242,30,1826204,7059291,118,39,46.21311475409836,103,2819,e-TICons,all_itens
Coremas,Dfs,2019-12-10T20:02:23Z,61,42,18,1,0.7,0.9767441860465116,0.8155339805825242,40,2372318,7026793,117,44,48.18032786885246,103,2939,e-TICons,all_itens
Coremas,Epsilon-greedy,2019-11-27T03:42:49Z,61,54,6,1,0.9,0.9818181818181818,0.9391304347826087,37,2236382,5442477,91,35,40.278688524590166,88,2457,e-TICons,all_itens
Coremas,Epsilon-greedy,2019-11-29T03:13:29Z,61,47,13,1,0.7833333333333333,0.9791666666666666,0.8703703703703703,26,1547833,5028901,84,36,41.50819672131148,92,2532,e-TICons,all_itens
Coremas,Epsilon-greedy,2019-12-04T05:01:39Z,61,48,12,1,0.8,0.9795918367346939,0.8807339449541285,29,1760169,4639278,77,38,41.32786885245902,88,2521,e-TICons,all_itens
Coremas,Epsilon-greedy,2019-12-10T04:46:55Z,61,50,10,1,0.8333333333333334,0.9803921568627451,0.9009009009009009,31,1850404,4968012,83,39,41.75409836065574,89,2547,e-TICons,all_itens
Cruz do Espírito Santo,Bfs,2019-11-11T22:23:22Z,61,57,2,2,0.9661016949152542,0.9661016949152542,0.9661016949152542,25,1505926,1527809,25,9,9.704918032786885,13,592,Publicsoft,all_itens
Cruz do Espírito Santo,Bfs,2019-11-28T04:22:41Z,61,57,2,2,0.9661016949152542,0.9661016949152542,0.9661016949152542,12,712763,955684,16,13,12.737704918032787,17,777,Publicsoft,all_itens
Cruz do Espírito Santo,Bfs,2019-12-10T20:03:56Z,61,57,2,2,0.9661016949152542,0.9661016949152542,0.9661016949152542,23,1357184,2165762,36,13,12.737704918032787,17,777,Publicsoft,all_itens
Cruz do Espírito Santo,Dfs,2019-11-23T02:52:17Z,61,57,1,3,0.9827586206896551,0.95,0.9661016949152542,29,1761360,2530526,42,14,13.295081967213115,17,811,Publicsoft,all_itens
Cruz do Espírito Santo,Dfs,2019-11-26T18:06:55Z,61,57,1,3,0.9827586206896551,0.95,0.9661016949152542,27,1616445,2362895,39,14,13.295081967213115,17,811,Publicsoft,all_itens
Cruz do Espírito Santo,Dfs,2019-12-01T21:04:45Z,61,57,1,3,0.9827586206896551,0.95,0.9661016949152542,27,1608856,2383881,40,14,13.295081967213115,17,811,Publicsoft,all_itens
Cruz do Espírito Santo,Dfs,2019-12-10T21:59:31Z,61,57,1,3,0.9827586206896551,0.95,0.9661016949152542,24,1452641,2210249,37,14,13.295081967213115,17,811,Publicsoft,all_itens
Cruz do Espírito Santo,Epsilon-greedy,2019-11-19T03:30:36Z,61,57,1,3,0.9827586206896551,0.95,0.9661016949152542,25,1507020,2617869,44,9,10.01639344262295,18,611,Publicsoft,all_itens
Cruz do Espírito Santo,Epsilon-greedy,2019-11-29T04:37:19Z,61,57,1,3,0.9827586206896551,0.95,0.9661016949152542,24,1450845,2158760,36,14,13.327868852459016,17,813,Publicsoft,all_itens
Cruz do Espírito Santo,Epsilon-greedy,2019-12-01T21:43:44Z,61,57,1,3,0.9827586206896551,0.95,0.9661016949152542,24,1455233,2084022,35,14,12.704918032786885,16,775,Publicsoft,all_itens
Cruz do Espírito Santo,Epsilon-greedy,2019-12-10T06:09:44Z,61,54,4,3,0.9310344827586207,0.9473684210526315,0.9391304347826087,30,1802757,2559887,43,14,13.311475409836065,17,812,Publicsoft,all_itens
Esperança,Bfs,2019-11-02T19:42:26Z,61,54,2,0,0.9642857142857143,1,0.9818181818181818,8,491382,646263,11,11,8.508196721311476,13,519,Info Public,all_itens
Esperança,Bfs,2019-11-06T02:44:35Z,61,46,10,0,0.8214285714285714,1,0.9019607843137255,8,500189,923740,15,11,9.295081967213115,15,567,Info Public,all_itens
Esperança,Bfs,2019-11-09T23:00:55Z,61,53,3,0,0.9464285714285714,1,0.9724770642201834,8,459989,1988068,33,11,14.80327868852459,29,903,Info Public,all_itens
Esperança,Bfs,2019-11-28T05:35:16Z,61,51,3,2,0.9444444444444444,0.9622641509433962,0.9532710280373832,3,167735,724828,12,12,14.049180327868852,26,857,Info Public,all_itens
Esperança,Dfs,2019-11-04T01:03:58Z,61,54,2,0,0.9642857142857143,1,0.9818181818181818,8,496932,616596,10,11,9.295081967213115,13,567,Info Public,all_itens
Esperança,Dfs,2019-11-13T03:48:17Z,61,53,3,0,0.9464285714285714,1,0.9724770642201834,8,475308,1980112,33,11,16.131147540983605,29,984,Info Public,all_itens
Esperança,Dfs,2019-12-05T19:57:21Z,61,49,5,2,0.9074074074074074,0.9607843137254902,0.9333333333333333,3,178235,902829,15,12,15.918032786885245,27,971,Info Public,all_itens
Esperança,Dfs,2019-12-11T13:09:29Z,61,49,5,2,0.9074074074074074,0.9607843137254902,0.9333333333333333,3,166364,892220,15,12,15.918032786885245,27,971,Info Public,all_itens
Esperança,Epsilon-greedy,2019-11-01T23:50:50Z,61,52,4,0,0.9285714285714286,1,0.962962962962963,8,459112,625369,10,11,8.852459016393443,13,540,Info Public,all_itens
Esperança,Epsilon-greedy,2019-11-11T14:33:23Z,61,51,5,0,0.9107142857142857,1,0.9532710280373832,8,454081,1992412,33,11,15.147540983606557,29,924,Info Public,all_itens
Esperança,Epsilon-greedy,2019-11-19T05:48:21Z,61,53,3,0,0.9464285714285714,1,0.9724770642201834,8,452048,1997672,33,11,15.295081967213115,29,933,Info Public,all_itens
Gado Bravo,Bfs,2019-11-07T23:47:02Z,61,43,5,1,0.8958333333333334,0.9772727272727273,0.9347826086956522,6,382784,442863,7,4,3.5245901639344264,4,215,Franinformática / Publicsoft / Aspec Informática,all_itens
Gado Bravo,Bfs,2019-11-08T01:48:34Z,61,45,3,1,0.9375,0.9782608695652174,0.9574468085106383,8,471839,480420,8,4,3.5245901639344264,4,215,Franinformática / Publicsoft / Aspec Informática,all_itens
Gado Bravo,Bfs,2019-11-10T19:10:18Z,61,45,3,1,0.9375,0.9782608695652174,0.9574468085106383,7,417831,579949,10,4,3.8688524590163933,5,236,Franinformática / Publicsoft / Aspec Informática,all_itens
Gado Bravo,Bfs,2019-11-28T04:32:54Z,61,45,3,1,0.9375,0.9782608695652174,0.9574468085106383,6,357603,493925,8,9,7.868852459016393,12,480,Franinformática / Publicsoft / Aspec Informática,all_itens
Gado Bravo,Dfs,2019-11-23T02:56:43Z,61,43,3,1,0.9347826086956522,0.9772727272727273,0.9555555555555557,16,964106,1314029,22,9,8.21311475409836,12,501,Franinformática / Publicsoft / Aspec Informática,all_itens
Gado Bravo,Dfs,2019-11-26T20:49:20Z,61,43,3,1,0.9347826086956522,0.9772727272727273,0.9555555555555557,15,884276,1174559,20,9,8.21311475409836,12,501,Franinformática / Publicsoft / Aspec Informática,all_itens
Gado Bravo,Dfs,2019-11-30T08:00:24Z,61,43,3,1,0.9347826086956522,0.9772727272727273,0.9555555555555557,11,679786,899416,15,9,8.360655737704919,12,510,Franinformática / Publicsoft / Aspec Informática,all_itens
Gado Bravo,Dfs,2019-12-11T13:24:23Z,61,43,3,1,0.9347826086956522,0.9772727272727273,0.9555555555555557,12,692441,913817,15,9,8.21311475409836,12,501,Franinformática / Publicsoft / Aspec Informática,all_itens
Gado Bravo,Epsilon-greedy,2019-11-12T04:33:07Z,61,45,3,1,0.9375,0.9782608695652174,0.9574468085106383,7,413695,563275,9,4,3.8688524590163933,5,236,Franinformática / Publicsoft / Aspec Informática,all_itens
Gado Bravo,Epsilon-greedy,2019-11-29T05:13:20Z,61,44,3,1,0.9361702127659575,0.9777777777777777,0.9565217391304347,11,687273,908657,15,9,7.918032786885246,12,483,Franinformática / Publicsoft / Aspec Informática,all_itens
Gado Bravo,Epsilon-greedy,2019-12-04T07:04:31Z,61,43,3,1,0.9347826086956522,0.9772727272727273,0.9555555555555557,11,681968,883690,15,9,8.163934426229508,12,498,Franinformática / Publicsoft / Aspec Informática,all_itens
Ingá,Bfs,2019-11-11T23:20:08Z,61,37,6,6,0.8604651162790697,0.8604651162790697,0.8604651162790697,10,571289,3741901,62,5,10.573770491803279,38,645,Portal Próprio / Publicsoft,all_itens
Ingá,Bfs,2019-12-06T19:29:04Z,61,39,3,6,0.9285714285714286,0.8666666666666667,0.896551724137931,12,733317,1146713,19,9,10.78688524590164,21,658,Portal Próprio / Publicsoft,all_itens
Ingá,Bfs,2019-12-06T19:50:13Z,61,39,3,6,0.9285714285714286,0.8666666666666667,0.896551724137931,11,680495,1157205,19,9,10.78688524590164,21,658,Portal Próprio / Publicsoft,all_itens
Ingá,Bfs,2019-12-06T20:13:51Z,61,39,3,6,0.9285714285714286,0.8666666666666667,0.896551724137931,11,671904,1124562,19,9,10.78688524590164,21,658,Portal Próprio / Publicsoft,all_itens
Ingá,Dfs,2019-11-23T12:37:21Z,61,39,3,6,0.9285714285714286,0.8666666666666667,0.896551724137931,17,1023174,2332843,39,9,12.21311475409836,21,745,Portal Próprio / Publicsoft,all_itens
Ingá,Dfs,2019-11-26T20:49:45Z,61,39,3,6,0.9285714285714286,0.8666666666666667,0.896551724137931,14,846056,2132464,36,9,10.639344262295081,21,649,Portal Próprio / Publicsoft,all_itens
Ingá,Dfs,2019-11-30T08:00:41Z,61,37,5,6,0.8809523809523809,0.8604651162790697,0.8705882352941177,14,850100,1669817,28,9,10.78688524590164,21,658,Portal Próprio / Publicsoft,all_itens
Ingá,Dfs,2019-12-11T13:39:38Z,61,39,3,6,0.9285714285714286,0.8666666666666667,0.896551724137931,11,689973,1531555,26,9,10.639344262295081,21,649,Portal Próprio / Publicsoft,all_itens
Ingá,Epsilon-greedy,2019-11-19T06:21:40Z,61,37,5,6,0.8809523809523809,0.8604651162790697,0.8705882352941177,10,570856,1707968,28,5,7.688524590163935,18,469,Portal Próprio / Publicsoft,all_itens
Ingá,Epsilon-greedy,2019-11-29T05:28:30Z,61,39,3,6,0.9285714285714286,0.8666666666666667,0.896551724137931,11,681588,1141527,19,9,10.639344262295081,21,649,Portal Próprio / Publicsoft,all_itens
Ingá,Epsilon-greedy,2019-12-01T21:07:52Z,61,37,5,6,0.8809523809523809,0.8604651162790697,0.8705882352941177,12,710290,958835,16,9,10.459016393442623,19,638,Portal Próprio / Publicsoft,all_itens
Itabaiana,Bfs,2019-11-06T00:42:31Z,61,48,9,4,0.8421052631578947,0.9230769230769231,0.8807339449541285,17,1009078,1555001,26,17,14.557377049180328,20,888,Portal Próprio / Elmar Tecnologia,all_itens
Itabaiana,Bfs,2019-11-07T00:45:04Z,61,46,9,6,0.8363636363636363,0.8846153846153846,0.8598130841121494,18,1091568,5126195,85,17,19.311475409836067,49,1178,Portal Próprio / Elmar Tecnologia,all_itens
Itabaiana,Bfs,2019-11-08T01:48:39Z,61,46,9,6,0.8363636363636363,0.8846153846153846,0.8598130841121494,19,1161675,3732622,62,17,18.16393442622951,42,1108,Portal Próprio / Elmar Tecnologia,all_itens
Itabaiana,Bfs,2019-11-10T19:09:32Z,61,48,8,5,0.8571428571428571,0.9056603773584906,0.8807339449541285,55,3271231,3544740,59,39,29.9672131147541,48,1828,Portal Próprio / Elmar Tecnologia,all_itens
Itabaiana,Dfs,2019-11-13T05:53:28Z,61,48,8,5,0.8571428571428571,0.9056603773584906,0.8807339449541285,58,3469710,4291654,72,39,32.9344262295082,51,2009,Portal Próprio / Elmar Tecnologia,all_itens
Itabaiana,Dfs,2019-12-03T02:23:26Z,61,51,5,5,0.9107142857142857,0.9107142857142857,0.9107142857142857,146,8788759,13756854,229,85,85.11475409836065,143,5192,Portal Próprio / Elmar Tecnologia,all_itens
Itabaiana,Dfs,2019-12-05T20:12:25Z,61,51,5,5,0.9107142857142857,0.9107142857142857,0.9107142857142857,248,14886674,15738662,262,90,93.31147540983606,162,5692,Portal Próprio / Elmar Tecnologia,all_itens
Itabaiana,Dfs,2019-12-11T14:05:11Z,61,51,5,5,0.9107142857142857,0.9107142857142857,0.9107142857142857,148,8858303,12438373,207,76,83.04918032786885,142,5066,Portal Próprio / Elmar Tecnologia,all_itens
Itabaiana,Epsilon-greedy,2019-11-12T02:03:23Z,61,48,8,5,0.8571428571428571,0.9056603773584906,0.8807339449541285,58,3472312,4080446,68,42,31.65573770491803,52,1931,Portal Próprio / Elmar Tecnologia,all_itens
Itabaiana,Epsilon-greedy,2019-11-19T07:34:11Z,61,43,13,5,0.7678571428571429,0.8958333333333334,0.8269230769230769,101,6031237,6458780,108,37,27.918032786885245,43,1703,Portal Próprio / Elmar Tecnologia,all_itens
Itabaiana,Epsilon-greedy,2019-12-04T02:49:50Z,61,51,5,5,0.9107142857142857,0.9107142857142857,0.9107142857142857,78,4697980,11961054,199,82,67.59016393442623,113,4123,Portal Próprio / Elmar Tecnologia,all_itens
João Pessoa,Bfs,2019-11-02T19:42:11Z,61,45,13,2,0.7758620689655172,0.9574468085106383,0.8571428571428572,36,2160413,6208933,103,18,23.672131147540984,47,1444,TI João Pessoa,all_itens
João Pessoa,Bfs,2019-11-06T02:44:44Z,61,45,13,2,0.7758620689655172,0.9574468085106383,0.8571428571428572,35,2090289,6225272,104,18,23.147540983606557,45,1412,TI João Pessoa,all_itens
João Pessoa,Bfs,2019-11-09T23:02:04Z,61,45,13,2,0.7758620689655172,0.9574468085106383,0.8571428571428572,46,2783268,6616506,110,23,26.0327868852459,47,1588,TI João Pessoa,all_itens
João Pessoa,Bfs,2019-11-28T04:41:10Z,61,42,16,2,0.7241379310344828,0.9545454545454546,0.823529411764706,9,560884,2096428,35,18,24.295081967213115,46,1482,TI João Pessoa,all_itens
João Pessoa,Dfs,2019-11-04T01:05:22Z,61,46,12,2,0.7931034482758621,0.9583333333333334,0.8679245283018867,40,2420193,7306704,122,18,23.475409836065573,46,1432,TI João Pessoa,all_itens
João Pessoa,Dfs,2019-11-13T03:49:25Z,61,46,12,2,0.7931034482758621,0.9583333333333334,0.8679245283018867,57,3404120,7762524,129,24,26.16393442622951,45,1596,TI João Pessoa,all_itens
João Pessoa,Dfs,2019-12-05T20:18:03Z,61,49,9,2,0.8448275862068966,0.9607843137254902,0.8990825688073395,41,2489279,4918916,82,24,26.39344262295082,44,1610,TI João Pessoa,all_itens
João Pessoa,Dfs,2019-12-11T17:32:30Z,61,49,9,2,0.8448275862068966,0.9607843137254902,0.8990825688073395,41,2439556,4640201,77,24,26.311475409836067,44,1605,TI João Pessoa,all_itens
João Pessoa,Epsilon-greedy,2019-11-01T23:49:45Z,61,45,13,2,0.7758620689655172,0.9574468085106383,0.8571428571428572,37,2234954,8338404,139,18,23.885245901639344,48,1457,TI João Pessoa,all_itens
João Pessoa,Epsilon-greedy,2019-11-11T14:34:58Z,61,45,13,2,0.7758620689655172,0.9574468085106383,0.8571428571428572,52,3136953,6929189,115,23,24.65573770491803,41,1504,TI João Pessoa,all_itens
João Pessoa,Epsilon-greedy,2019-11-28T21:19:44Z,61,49,9,2,0.8448275862068966,0.9607843137254902,0.8990825688073395,34,2014818,5300175,88,24,27.852459016393443,49,1699,TI João Pessoa,all_itens
Ouro Velho,Bfs,2019-11-02T19:42:36Z,61,57,3,1,0.95,0.9827586206896551,0.9661016949152542,14,825866,1561393,26,5,6.163934426229508,9,376,Publicsoft,all_itens
Ouro Velho,Bfs,2019-11-06T02:44:46Z,61,56,3,2,0.9491525423728814,0.9655172413793104,0.9572649572649573,13,806982,1550923,26,5,6.016393442622951,9,367,Publicsoft,all_itens
Ouro Velho,Bfs,2019-11-09T00:10:23Z,61,56,3,2,0.9491525423728814,0.9655172413793104,0.9572649572649573,26,1569314,1733799,29,9,10.688524590163935,15,652,Publicsoft,all_itens
Ouro Velho,Bfs,2019-11-28T06:06:46Z,61,56,3,2,0.9491525423728814,0.9655172413793104,0.9572649572649573,14,852552,1005312,17,15,13.672131147540984,17,834,Publicsoft,all_itens
Ouro Velho,Dfs,2019-11-04T01:04:05Z,61,57,2,2,0.9661016949152542,0.9661016949152542,0.9661016949152542,19,1148264,1563229,26,7,6.704918032786885,9,409,Publicsoft,all_itens
Ouro Velho,Dfs,2019-11-13T00:38:06Z,61,56,2,3,0.9655172413793104,0.9491525423728814,0.9572649572649573,26,1559227,3416210,57,9,14.081967213114755,22,859,Publicsoft,all_itens
Ouro Velho,Dfs,2019-12-05T21:40:03Z,61,56,2,3,0.9655172413793104,0.9491525423728814,0.9572649572649573,27,1599675,2780809,46,16,14.37704918032787,20,877,Publicsoft,all_itens
Ouro Velho,Dfs,2019-12-11T18:49:52Z,61,56,2,3,0.9655172413793104,0.9491525423728814,0.9572649572649573,27,1606844,2794077,47,16,14.37704918032787,20,877,Publicsoft,all_itens
Ouro Velho,Epsilon-greedy,2019-11-01T23:50:01Z,61,57,3,1,0.95,0.9827586206896551,0.9661016949152542,13,791628,1549332,26,5,6.016393442622951,9,367,Publicsoft,all_itens
Ouro Velho,Epsilon-greedy,2019-11-11T06:10:15Z,61,56,3,2,0.9491525423728814,0.9655172413793104,0.9572649572649573,26,1562187,1906195,32,9,10.78688524590164,16,658,Publicsoft,all_itens
Ouro Velho,Epsilon-greedy,2019-11-19T03:30:36Z,61,56,2,3,0.9655172413793104,0.9491525423728814,0.9572649572649573,27,1643933,2784278,46,9,11.098360655737705,20,677,Publicsoft,all_itens
Pedra Lavrada,Bfs,2019-11-06T00:42:45Z,61,48,11,1,0.8135593220338984,0.9795918367346939,0.888888888888889,5,324495,4664153,78,5,10.573770491803279,21,645,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,Bfs,2019-11-07T00:47:18Z,61,48,11,1,0.8135593220338984,0.9795918367346939,0.888888888888889,5,329142,4824935,80,5,10.573770491803279,21,645,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,Bfs,2019-11-08T01:48:54Z,61,48,11,1,0.8135593220338984,0.9795918367346939,0.888888888888889,7,404066,4927980,82,5,10.573770491803279,21,645,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,Bfs,2019-11-10T19:10:04Z,61,48,11,1,0.8135593220338984,0.9795918367346939,0.888888888888889,5,321514,2341612,39,5,10.573770491803279,21,645,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,Bfs,2019-11-28T06:23:09Z,61,50,9,1,0.847457627118644,0.9803921568627451,0.909090909090909,7,391642,2332275,39,12,24.442622950819672,52,1491,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,Dfs,2019-11-21T16:58:08Z,61,47,11,2,0.8103448275862069,0.9591836734693877,0.8785046728971961,33,1972429,20100738,335,20,46.0655737704918,98,2810,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,Dfs,2019-12-03T04:13:39Z,61,47,11,2,0.8103448275862069,0.9591836734693877,0.8785046728971961,19,1157964,15982932,266,18,41.22950819672131,88,2515,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,Dfs,2019-12-05T23:29:23Z,61,47,11,2,0.8103448275862069,0.9591836734693877,0.8785046728971961,20,1192620,18078060,301,18,41.22950819672131,88,2515,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,Epsilon-greedy,2019-11-12T04:32:51Z,61,48,11,1,0.8135593220338984,0.9795918367346939,0.888888888888889,5,313954,11627447,194,5,21.131147540983605,47,1289,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,Epsilon-greedy,2019-11-19T08:20:29Z,61,48,11,1,0.8135593220338984,0.9795918367346939,0.888888888888889,5,322106,1779253,30,5,8.655737704918034,16,528,LHSystem / Elmar Tecnologia,all_itens
Pedra Lavrada,Epsilon-greedy,2019-12-04T00:46:37Z,61,50,9,1,0.847457627118644,0.9803921568627451,0.909090909090909,10,625144,7391330,123,12,28.918032786885245,60,1764,LHSystem / Elmar Tecnologia,all_itens
Pocinhos,Bfs,2019-11-11T22:24:19Z,61,57,2,2,0.9661016949152542,0.9661016949152542,0.9661016949152542,26,1530788,1915377,32,9,11.950819672131148,17,729,Publicsoft,all_itens
Pocinhos,Bfs,2019-11-28T04:49:47Z,61,57,2,2,0.9661016949152542,0.9661016949152542,0.9661016949152542,15,896340,1012750,17,15,13.672131147540984,17,834,Publicsoft,all_itens
Pocinhos,Bfs,2019-12-06T23:03:29Z,61,56,3,2,0.9491525423728814,0.9655172413793104,0.9572649572649573,28,1685714,2005010,33,15,13.40983606557377,16,818,Publicsoft,all_itens
Pocinhos,Bfs,2019-12-06T23:39:44Z,61,57,2,2,0.9661016949152542,0.9661016949152542,0.9661016949152542,27,1600550,2242679,37,15,13.672131147540984,17,834,Publicsoft,all_itens
Pocinhos,Dfs,2019-11-21T04:07:57Z,61,57,1,3,0.9827586206896551,0.95,0.9661016949152542,79,4755755,6192055,103,25,27.327868852459016,40,1667,Publicsoft,all_itens
Pocinhos,Dfs,2019-11-30T08:15:25Z,61,57,1,3,0.9827586206896551,0.95,0.9661016949152542,28,1682547,2872141,48,16,14.37704918032787,20,877,Publicsoft,all_itens
Pocinhos,Dfs,2019-12-05T17:38:01Z,61,57,1,3,0.9827586206896551,0.95,0.9661016949152542,28,1674211,2891280,48,16,14.37704918032787,20,877,Publicsoft,all_itens
Pocinhos,Dfs,2019-12-11T19:36:27Z,61,57,1,3,0.9827586206896551,0.95,0.9661016949152542,28,1684028,2872761,48,16,14.37704918032787,20,877,Publicsoft,all_itens
Pocinhos,Epsilon-greedy,2019-11-19T03:30:36Z,61,54,5,2,0.9152542372881356,0.9642857142857143,0.9391304347826087,28,1683253,4315996,72,9,12.655737704918034,28,772,Publicsoft,all_itens
Pocinhos,Epsilon-greedy,2019-11-29T05:34:03Z,61,57,1,3,0.9827586206896551,0.95,0.9661016949152542,28,1685967,2111725,35,16,14,16,854,Publicsoft,all_itens
Pocinhos,Epsilon-greedy,2019-12-04T05:29:49Z,61,57,1,3,0.9827586206896551,0.95,0.9661016949152542,26,1563736,2817742,47,15,13.78688524590164,22,841,Publicsoft,all_itens
Quixaba,Bfs,2019-11-19T20:31:30Z,61,50,7,1,0.8771929824561403,0.9803921568627451,0.9259259259259259,24,1458490,2572940,43,14,15.262295081967213,22,931,EasyWeb / Publicsoft,all_itens
Quixaba,Bfs,2019-11-22T23:09:55Z,61,50,7,1,0.8771929824561403,0.9803921568627451,0.9259259259259259,84,5038006,7200057,120,20,19.885245901639344,32,1213,EasyWeb / Publicsoft,all_itens
Quixaba,Bfs,2019-11-28T05:12:23Z,61,52,5,1,0.9122807017543859,0.9811320754716981,0.9454545454545454,90,5394296,6475427,108,14,18.016393442622952,30,1099,EasyWeb / Publicsoft,all_itens
Quixaba,Dfs,2019-11-30T09:16:54Z,61,54,3,1,0.9473684210526315,0.9818181818181818,0.9642857142857142,38,2267545,13851724,231,19,25.16393442622951,38,1535,EasyWeb / Publicsoft,all_itens
Quixaba,Dfs,2019-12-03T01:45:25Z,61,52,5,1,0.9122807017543859,0.9811320754716981,0.9454545454545454,39,2311214,8070859,135,19,23.442622950819672,35,1430,EasyWeb / Publicsoft,all_itens
Quixaba,Dfs,2019-12-06T16:56:51Z,61,54,3,1,0.9473684210526315,0.9818181818181818,0.9642857142857142,40,2405480,15063838,251,19,25.114754098360656,37,1532,EasyWeb / Publicsoft,all_itens
Quixaba,Dfs,2019-12-10T22:36:22Z,61,54,3,1,0.9473684210526315,0.9818181818181818,0.9642857142857142,37,2239645,15447002,257,19,25.16393442622951,38,1535,EasyWeb / Publicsoft,all_itens
Quixaba,Epsilon-greedy,2019-11-27T17:23:20Z,61,53,4,1,0.9298245614035088,0.9814814814814815,0.954954954954955,13,756918,1137147,19,10,11.21311475409836,16,684,EasyWeb / Publicsoft,all_itens
Quixaba,Epsilon-greedy,2019-11-29T06:39:17Z,61,54,3,1,0.9473684210526315,0.9818181818181818,0.9642857142857142,64,3840498,6411120,107,19,20.65573770491803,32,1260,EasyWeb / Publicsoft,all_itens
Quixaba,Epsilon-greedy,2019-12-04T02:51:51Z,61,50,7,1,0.8771929824561403,0.9803921568627451,0.9259259259259259,101,6071334,7786453,130,20,21.475409836065573,31,1310,EasyWeb / Publicsoft,all_itens
Quixaba,Epsilon-greedy,2019-12-10T06:52:25Z,61,54,3,1,0.9473684210526315,0.9818181818181818,0.9642857142857142,91,5472319,6989605,116,20,20.639344262295083,30,1259,EasyWeb / Publicsoft,all_itens
Remígio,Bfs,2019-11-13T15:33:59Z,61,56,3,2,0.9491525423728814,0.9655172413793104,0.9572649572649573,10,584681,1722854,29,5,10.426229508196721,22,636,Portal Próprio / Publicsoft,all_itens
Remígio,Bfs,2019-11-28T04:54:53Z,61,56,3,2,0.9491525423728814,0.9655172413793104,0.9572649572649573,7,407238,1022851,17,9,12.62295081967213,26,770,Portal Próprio / Publicsoft,all_itens
Remígio,Bfs,2019-12-06T23:02:53Z,61,56,3,2,0.9491525423728814,0.9655172413793104,0.9572649572649573,12,746573,1528315,25,9,12.62295081967213,26,770,Portal Próprio / Publicsoft,all_itens
Remígio,Bfs,2019-12-06T23:39:22Z,61,56,3,2,0.9491525423728814,0.9655172413793104,0.9572649572649573,12,746771,1475446,25,9,12.62295081967213,26,770,Portal Próprio / Publicsoft,all_itens
Remígio,Dfs,2019-11-28T18:17:59Z,61,33,26,2,0.559322033898305,0.9428571428571428,0.7021276595744681,90,5424524,6500565,108,25,22.081967213114755,27,1347,Portal Próprio / Publicsoft,all_itens
Remígio,Dfs,2019-12-03T00:30:13Z,61,33,26,2,0.559322033898305,0.9428571428571428,0.7021276595744681,93,5553075,6791323,113,25,22.081967213114755,27,1347,Portal Próprio / Publicsoft,all_itens
Remígio,Dfs,2019-12-05T18:14:56Z,61,33,26,2,0.559322033898305,0.9428571428571428,0.7021276595744681,103,6200988,7382665,123,25,22.081967213114755,27,1347,Portal Próprio / Publicsoft,all_itens
Remígio,Epsilon-greedy,2019-11-21T04:07:21Z,61,56,3,2,0.9491525423728814,0.9655172413793104,0.9572649572649573,40,2422436,3226886,54,18,21.21311475409836,41,1294,Portal Próprio / Publicsoft,all_itens
Remígio,Epsilon-greedy,2019-11-28T21:21:46Z,61,33,26,2,0.559322033898305,0.9428571428571428,0.7021276595744681,76,4584740,5243107,87,15,16.278688524590162,25,993,Portal Próprio / Publicsoft,all_itens
Remígio,Epsilon-greedy,2019-12-04T06:09:12Z,61,52,7,2,0.8813559322033898,0.9629629629629629,0.9203539823008849,41,2461392,5539920,92,26,21.081967213114755,30,1286,Portal Próprio / Publicsoft,all_itens
Santa Cecília,Bfs,2019-11-11T22:58:11Z,61,54,2,5,0.9642857142857143,0.9152542372881356,0.9391304347826087,25,1516419,1519908,25,9,10.081967213114755,13,615,Publicsoft,all_itens
Santa Cecília,Bfs,2019-11-28T05:03:31Z,61,54,2,5,0.9642857142857143,0.9152542372881356,0.9391304347826087,14,831151,1075485,18,15,14.262295081967213,18,870,Publicsoft,all_itens
Santa Cecília,Bfs,2019-12-06T23:12:43Z,61,54,2,5,0.9642857142857143,0.9152542372881356,0.9391304347826087,26,1551798,2390984,40,15,14.262295081967213,18,870,Publicsoft,all_itens
Santa Cecília,Dfs,2019-11-23T13:51:10Z,61,55,1,5,0.9821428571428571,0.9166666666666666,0.9482758620689654,53,3188417,5834533,97,23,22.131147540983605,33,1350,Publicsoft,all_itens
Santa Cecília,Dfs,2019-11-26T22:27:57Z,61,55,1,5,0.9821428571428571,0.9166666666666666,0.9482758620689654,43,2559982,3076230,51,17,17.721311475409838,23,1081,Publicsoft,all_itens
